Name,iso,counter,year,id,PPG stock,PPG Bi,PPG bonds,PPG multi,PPG Off,PPG Prv,Multilateral ($ million),Bilateral ($ million),Bonds ($ million),Other private ($ million),INT ($ million),AMT ($ million),PPG stock ($ million)
"Congo, Dem. Rep.",COD,World,2022,COD2022,..,..,0.00,..,..,..,2688.59,2589.32,0.00,73.53,115.89,528.46,5351.43
"Congo, Dem. Rep.",COD,World,2023,COD2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,105.57,713.49,0.00
"Congo, Dem. Rep.",COD,World,2024,COD2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,World,2025,COD2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,World,2026,COD2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,World,2027,COD2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,World,2028,COD2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,World,2029,COD2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,World,2000,COG2000,3748049606.30,2379619955.10,0.00,499079409.30,2878699364.40,869350241.90,499.08,2379.62,0.00,869.35,7.18,6.49,3748.05
"Congo, Rep.",COG,World,2001,COG2001,3648042217.40,2302704736.50,0.00,490725234.90,2793429971.40,854612246.00,490.73,2302.70,0.00,854.61,26.47,55.65,3648.04
"Congo, Rep.",COG,World,2002,COG2002,3992496908.50,2575128275.10,0.00,515100975.10,3090229250.20,902267658.30,515.10,2575.13,0.00,902.27,3.76,11.45,3992.50
"Congo, Rep.",COG,World,2003,COG2003,4446808317.80,2920681899.40,0.00,561050133.20,3481732032.60,965076285.20,561.05,2920.68,0.00,965.08,28.55,28.12,4446.81
"Congo, Rep.",COG,World,2004,COG2004,5839975669.40,3017762913.40,0.00,514891822.80,3532654736.20,2307320933.20,514.89,3017.76,0.00,2307.32,87.90,110.75,5839.98
"Congo, Rep.",COG,World,2005,COG2005,5466732199.20,2653901429.80,0.00,507563004.50,3161464434.30,2305267764.90,507.56,2653.90,0.00,2305.27,34.01,65.35,5466.73
"Congo, Rep.",COG,World,2006,COG2006,5821472351.80,2844331507.20,0.00,522853235.60,3367184742.80,2454287609.00,522.85,2844.33,0.00,2454.29,30.91,49.67,5821.47
"Congo, Rep.",COG,World,2007,COG2007,4902973290.60,3047591813.60,477790000.00,505105569.50,3552697383.10,1350275907.50,505.11,3047.59,477.79,872.49,29.38,73.60,4902.97
"Congo, Rep.",COG,World,2008,COG2008,4949459206.80,3212039393.80,453900000.00,446243694.30,3658283088.10,1291176118.70,446.24,3212.04,453.90,837.28,57.40,106.85,4949.46
"Congo, Rep.",COG,World,2009,COG2009,4627911478.60,2966522751.80,453900000.00,437170289.70,3403693041.50,1224218437.10,437.17,2969.54,453.90,770.32,63.04,111.02,4630.92
"Congo, Rep.",COG,World,2010,COG2010,2446636456.00,838523143.60,453900000.00,181650993.70,1020174137.30,1426462318.70,181.65,841.54,453.90,972.56,24.29,94.66,2449.65
"Congo, Rep.",COG,World,2011,COG2011,2885071768.50,1171157937.10,453900000.00,166740131.60,1337898068.70,1547173699.80,166.74,1174.17,453.90,1093.27,21.83,107.73,2888.08
"Congo, Rep.",COG,World,2012,COG2012,3236255774.60,1473468284.90,449361000.00,160767877.30,1634236162.20,1602019612.40,160.77,1476.48,449.36,1152.66,25.14,141.31,3239.27
"Congo, Rep.",COG,World,2013,COG2013,3819949932.60,2058772680.70,435744000.00,167423265.10,2226195945.80,1593753986.80,167.42,2061.79,435.74,1158.01,36.44,393.95,3822.96
"Congo, Rep.",COG,World,2014,COG2014,4438052870.20,2861727886.50,417588000.00,155550921.60,3017278808.10,1420774062.10,155.55,2864.74,417.59,1941.41,40.26,440.02,5379.29
"Congo, Rep.",COG,World,2015,COG2015,4348175091.10,2949857369.40,399432000.00,159756651.80,3109614021.20,1238561069.90,159.76,2952.87,399.43,2692.81,36.43,368.37,6204.87
"Congo, Rep.",COG,World,2016,COG2016,4507851785.50,3165625528.70,376737000.00,210747236.20,3376372764.90,1131479020.60,210.75,3168.64,376.74,2606.19,34.99,319.96,6362.31
"Congo, Rep.",COG,World,2017,COG2017,5066651961.20,3464431378.40,349503000.00,643939459.50,4108370837.90,958281123.30,643.94,3467.44,349.50,2469.59,36.20,369.90,6930.48
"Congo, Rep.",COG,World,2018,COG2018,4792862589.90,3151680041.50,322269000.00,640068234.60,3791748276.10,1001114313.80,640.07,3154.69,322.27,2536.16,76.85,390.42,6653.19
"Congo, Rep.",COG,World,2019,COG2019,4962526020.40,3190779828.60,295035000.00,869143877.50,4059923706.10,902602314.30,869.14,3231.81,295.04,3610.37,80.01,417.64,8006.35
"Congo, Rep.",COG,World,2020,COG2020,4853767877.40,2988725150.50,267801000.00,985443916.40,3974169066.90,879598810.50,985.44,3095.64,267.80,3422.80,93.23,542.54,7771.68
"Congo, Rep.",COG,World,2021,COG2021,6290797107.70,2895702316.00,240567000.00,1021422786.50,3917125102.50,2373672005.20,1021.42,3039.23,240.57,3279.98,68.36,317.51,7581.21
"Congo, Rep.",COG,World,2022,COG2022,..,..,0.00,..,..,..,1107.71,2815.83,213.33,3027.36,170.18,656.06,7164.23
"Congo, Rep.",COG,World,2023,COG2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,230.27,731.52,0.00
"Congo, Rep.",COG,World,2024,COG2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,World,2025,COG2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,World,2026,COG2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,World,2027,COG2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,World,2028,COG2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,World,2029,COG2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,World,2000,CRI2000,3512750652.10,556684195.20,1542240590.40,1365870791.20,1922554986.40,1590195665.70,1365.87,556.68,1542.24,47.96,190.64,374.97,3512.75
Costa Rica,CRI,World,2001,CRI2001,3519757576.70,365192334.10,1749741192.10,1359357341.30,1724549675.40,1795207901.30,1359.36,365.19,1749.74,45.47,224.91,400.91,3519.76
Costa Rica,CRI,World,2002,CRI2002,3381618031.00,311054577.80,1706131500.70,1309643203.30,1620697781.10,1760920249.90,1309.64,311.05,1706.13,54.79,227.13,378.53,3381.62
Costa Rica,CRI,World,2003,CRI2003,3847645620.50,292133286.50,1910617414.90,1507585551.10,1799718837.60,2047926782.90,1507.59,292.13,1910.62,137.31,225.81,512.63,3847.65
Costa Rica,CRI,World,2004,CRI2004,3512063554.10,232953436.70,1709864125.30,1429479992.10,1662433428.80,1849630125.30,1429.48,232.95,1709.86,139.77,122.16,489.44,3512.06
Costa Rica,CRI,World,2005,CRI2005,3159253414.00,192834873.80,1668864000.00,1175501540.20,1368336414.00,1790917000.00,1175.50,192.83,1668.86,122.05,105.05,365.45,3159.25
Costa Rica,CRI,World,2006,CRI2006,3309542783.30,190400874.00,1634864000.00,1255471909.30,1445872783.30,1863670000.00,1255.47,190.40,1634.86,228.81,95.12,276.09,3309.54
Costa Rica,CRI,World,2007,CRI2007,3646179472.20,280178461.90,1850355000.00,1191853772.80,1472032234.70,2174147237.50,1191.85,280.18,1850.36,323.79,114.96,266.55,3646.18
Costa Rica,CRI,World,2008,CRI2008,3224025244.40,321044923.50,1610000000.00,1090838326.40,1411883249.90,1812141994.50,1090.84,321.04,1610.00,202.14,248.01,846.72,3224.03
Costa Rica,CRI,World,2009,CRI2009,3208135710.60,396756376.00,1310000000.00,1181641720.80,1578398096.80,1629737613.80,1181.64,396.76,1310.00,319.74,218.37,573.19,3208.14
Costa Rica,CRI,World,2010,CRI2010,3821996704.60,429502408.10,1310000000.00,1766572024.50,2196074432.60,1625922272.00,1766.57,429.50,1310.00,315.92,212.75,341.79,3822.00
Costa Rica,CRI,World,2011,CRI2011,3968455371.60,441998372.30,1310000000.00,1793895711.00,2235894083.30,1732561288.30,1793.90,442.00,1310.00,422.56,200.34,640.71,3968.46
Costa Rica,CRI,World,2012,CRI2012,4977355124.00,375919178.80,2310000000.00,1850686766.20,2226605945.00,2750749179.00,1850.69,375.92,2310.00,440.75,202.05,741.96,4977.36
Costa Rica,CRI,World,2013,CRI2013,7466508575.20,316765698.30,4060000000.00,1640847876.90,1957613575.20,5508895000.00,1640.85,316.77,4060.00,1448.90,253.40,1126.04,7466.51
Costa Rica,CRI,World,2014,CRI2014,8819402004.50,279659432.40,4750000000.00,2059645572.10,2339305004.50,6480097000.00,2059.65,279.66,4750.00,1730.10,387.08,755.91,8819.40
Costa Rica,CRI,World,2015,CRI2015,10146715170.40,321458170.40,5750000000.00,2336731000.00,2658189170.40,7488526000.00,2336.73,321.46,5750.00,1738.53,822.94,318.31,10146.72
Costa Rica,CRI,World,2016,CRI2016,11053717983.20,425782983.20,6250945000.00,2750597000.00,3176379983.20,7877338000.00,2750.60,425.78,6250.95,1626.39,600.62,443.56,11053.72
Costa Rica,CRI,World,2017,CRI2017,11037437508.60,452925508.60,6250000000.00,2777381000.00,3230306508.60,7807131000.00,2777.38,452.93,6250.00,1557.13,638.04,484.63,11037.44
Costa Rica,CRI,World,2018,CRI2018,11940621199.80,463543774.70,6250000000.00,4198952425.10,4662496199.80,7278125000.00,4198.95,463.54,6250.00,1028.13,686.90,897.32,11940.62
Costa Rica,CRI,World,2019,CRI2019,13391791626.40,466409626.40,7600200000.00,4443400000.00,4909809626.40,8481982000.00,4443.40,466.41,7600.20,881.78,674.32,1073.07,13391.79
Costa Rica,CRI,World,2020,CRI2020,12576716219.00,476488219.00,6982767000.00,4447984000.00,4924472219.00,7652244000.00,4447.98,476.49,6982.77,669.48,310.77,1311.04,12576.72
Costa Rica,CRI,World,2021,CRI2021,12386312234.10,451809234.10,6500300000.00,4911043000.00,5362852234.10,7023460000.00,4916.19,466.79,6800.00,523.16,577.86,912.83,12706.15
Costa Rica,CRI,World,2022,CRI2022,..,..,0.00,..,..,..,6538.60,382.16,6800.00,339.98,610.18,547.54,14060.74
Costa Rica,CRI,World,2023,CRI2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,832.15,1601.22,0.00
Costa Rica,CRI,World,2024,CRI2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,World,2025,CRI2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,World,2026,CRI2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,World,2027,CRI2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,World,2028,CRI2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,World,2029,CRI2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,World,2000,CIV2000,9063446458.90,3670902466.50,2342920000.00,2958371162.20,6629273628.70,2434172830.20,2958.37,3670.90,2342.92,91.25,341.91,328.81,9063.45
Cote d'Ivoire,CIV,World,2001,CIV2001,8590705807.60,3415782550.00,2342920000.00,2745107595.90,6160890145.90,2429815661.70,2745.11,3415.78,2342.92,86.90,111.95,191.10,8590.71
Cote d'Ivoire,CIV,World,2002,CIV2002,9101419989.20,3680518182.20,2342920000.00,3027797797.60,6708315979.80,2393104009.40,3027.80,3680.52,2342.92,50.18,183.65,321.46,9101.42
Cote d'Ivoire,CIV,World,2003,CIV2003,9696151525.60,4021563344.90,2342920000.00,3279183008.80,7300746353.70,2395405171.90,3279.18,4021.56,2342.92,52.49,91.70,209.00,9696.15
Cote d'Ivoire,CIV,World,2004,CIV2004,11090584224.70,5197792416.60,2336925731.20,3405152656.50,8602945073.10,2487639151.60,3405.15,5197.79,2336.93,150.71,21.46,73.43,11090.58
Cote d'Ivoire,CIV,World,2005,CIV2005,9974818021.30,4594673658.70,2159145558.40,3088139835.40,7682813494.10,2292004527.20,3088.14,4594.67,2159.15,132.86,2.93,20.60,9974.82
Cote d'Ivoire,CIV,World,2006,CIV2006,10833186445.60,5063365313.90,2292968024.00,3331041098.30,8394406412.20,2438780033.40,3331.04,5063.37,2292.97,145.81,2.26,14.03,10833.19
Cote d'Ivoire,CIV,World,2007,CIV2007,11657862269.70,5601948805.50,2424555651.20,3471667561.20,9073616366.70,2584245903.00,3471.67,5601.95,2424.56,159.69,41.13,111.92,11657.86
Cote d'Ivoire,CIV,World,2008,CIV2008,10639561413.80,5243995870.90,2346192022.40,2897052851.00,8141048721.90,2498512691.90,2897.05,5244.00,2346.19,152.32,183.24,586.30,10639.56
Cote d'Ivoire,CIV,World,2009,CIV2009,12726239907.40,8241439226.10,1930666751.40,2418947354.30,10660386580.40,2065853327.00,2418.95,8241.44,1930.67,135.19,241.13,532.70,12726.24
Cote d'Ivoire,CIV,World,2010,CIV2010,9413451309.50,6928048720.90,0.00,2373241662.00,9301290382.90,112160926.60,2373.24,6928.05,0.00,112.16,58.32,438.38,9413.45
Cote d'Ivoire,CIV,World,2011,CIV2011,9897100599.50,7400585172.20,0.00,2365809818.50,9766394990.70,130705608.80,2365.81,7400.59,0.00,130.71,67.05,347.59,9897.10
Cote d'Ivoire,CIV,World,2012,CIV2012,5050959750.90,3273453894.90,1166074000.00,555412986.60,3828866881.50,1222092869.40,555.41,3273.45,1166.07,56.02,50.65,248.90,5050.96
Cote d'Ivoire,CIV,World,2013,CIV2013,6370463011.70,3242738765.70,2332149000.00,686062180.40,3928800946.10,2441662065.60,686.06,3242.74,2332.15,109.51,188.29,341.13,6370.46
Cote d'Ivoire,CIV,World,2014,CIV2014,6620290862.70,2726873109.20,3082149000.00,751734340.30,3478607449.50,3141683413.20,751.73,2726.87,3082.15,59.53,322.84,270.93,6620.29
Cote d'Ivoire,CIV,World,2015,CIV2015,8509794119.10,3481475899.60,4082149000.00,895169219.50,4376645119.10,4133149000.00,895.17,3481.48,4082.15,51.00,263.60,134.47,8509.79
Cote d'Ivoire,CIV,World,2016,CIV2016,8368883419.90,3087255664.40,4218525000.00,1020602755.50,4107858419.90,4261025000.00,1020.60,3087.26,4218.53,42.50,314.66,725.89,8368.88
Cote d'Ivoire,CIV,World,2017,CIV2017,10445294296.80,3425331750.80,5397791500.00,1582161353.70,5007493104.50,5437801192.30,1582.16,3425.33,5397.79,40.01,329.01,1418.02,10445.29
Cote d'Ivoire,CIV,World,2018,CIV2018,13234372478.80,3176284101.30,7230006000.00,2023724256.80,5200008358.10,8034364120.70,2023.72,3176.28,7230.01,804.36,406.58,702.05,13234.37
Cote d'Ivoire,CIV,World,2019,CIV2019,15748099634.70,3362988003.40,7588982165.80,2608971820.80,5971959824.20,9776139810.50,2608.97,3362.99,7588.98,2187.16,517.57,1945.69,15748.10
Cote d'Ivoire,CIV,World,2020,CIV2020,20012973796.10,3951622365.20,8531524646.30,4010344741.90,7961967107.10,12051006689.00,4010.34,4090.30,8531.52,3519.48,671.33,1225.94,20151.65
Cote d'Ivoire,CIV,World,2021,CIV2021,23168922679.00,5322069324.50,9009550687.80,4752498233.30,10074567557.80,13094355121.20,4754.62,5450.36,9009.55,4096.64,684.82,602.54,23311.16
Cote d'Ivoire,CIV,World,2022,CIV2022,..,..,0.00,..,..,..,5844.13,5760.72,8591.73,6250.70,601.97,1043.22,26447.27
Cote d'Ivoire,CIV,World,2023,CIV2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,1093.79,1889.22,0.00
Cote d'Ivoire,CIV,World,2024,CIV2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,World,2025,CIV2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,World,2026,CIV2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,World,2027,CIV2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,World,2028,CIV2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,World,2029,CIV2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,World,2000,DJI2000,238470968.60,100195793.40,0.00,138275175.20,238470968.60,0.00,138.28,100.20,0.00,0.00,2.18,8.40,238.47
Djibouti,DJI,World,2001,DJI2001,236732835.60,93077354.40,0.00,143655481.20,236732835.60,0.00,143.66,93.08,0.00,0.00,1.30,6.84,236.73
Djibouti,DJI,World,2002,DJI2002,301449323.20,101301571.50,0.00,197076751.70,298378323.20,3071000.00,197.08,101.30,0.00,3.07,2.32,7.62,301.45
Djibouti,DJI,World,2003,DJI2003,362195413.40,113816460.80,0.00,245307952.60,359124413.40,3071000.00,245.31,113.82,0.00,3.07,3.15,10.90,362.20
Djibouti,DJI,World,2004,DJI2004,390216683.00,111059302.70,0.00,276096380.30,387155683.00,3061000.00,276.10,111.06,0.00,3.06,4.36,13.35,390.22
Djibouti,DJI,World,2005,DJI2005,379258007.80,107457542.20,0.00,268739465.60,376197007.80,3061000.00,268.74,107.46,0.00,3.06,3.68,11.09,379.26
Djibouti,DJI,World,2006,DJI2006,441656515.70,115148630.20,0.00,305850448.50,420999078.70,20657437.00,305.85,115.15,0.00,20.66,4.94,16.91,441.66
Djibouti,DJI,World,2007,DJI2007,651174028.20,278343167.10,0.00,347304143.00,625647310.10,25526718.10,347.30,278.34,0.00,25.53,7.05,16.92,651.17
Djibouti,DJI,World,2008,DJI2008,679268196.20,295236913.10,0.00,362993089.20,658230002.30,21038193.90,362.99,295.24,0.00,21.04,8.13,17.63,679.27
Djibouti,DJI,World,2009,DJI2009,738881323.80,319325915.10,0.00,399679972.30,719005887.40,19875436.40,399.68,319.33,0.00,19.88,8.29,19.95,738.88
Djibouti,DJI,World,2010,DJI2010,611551056.30,189155263.80,0.00,406097613.30,595252877.10,16298179.20,406.10,189.16,0.00,16.30,8.20,22.42,611.55
Djibouti,DJI,World,2011,DJI2011,641216411.30,198656427.30,0.00,429467628.40,628124055.70,13092355.60,429.47,198.66,0.00,13.09,9.36,26.57,641.22
Djibouti,DJI,World,2012,DJI2012,632579864.00,201660194.20,0.00,421206300.80,622866495.00,9713369.00,421.21,201.66,0.00,9.71,9.14,30.22,632.58
Djibouti,DJI,World,2013,DJI2013,665055815.90,222022817.70,0.00,436673803.00,658696620.70,6359195.20,436.67,222.02,0.00,6.36,9.30,30.77,665.06
Djibouti,DJI,World,2014,DJI2014,813173439.30,380590350.20,0.00,428762316.40,809352666.60,3820772.70,428.76,380.59,0.00,3.82,9.12,26.82,813.17
Djibouti,DJI,World,2015,DJI2015,1174322941.30,721669869.40,0.00,451822393.80,1173492263.20,830678.10,451.82,721.67,0.00,0.83,15.14,27.53,1174.32
Djibouti,DJI,World,2016,DJI2016,1602776809.90,1117164365.30,0.00,485427977.10,1602592342.40,184467.50,485.43,1117.16,0.00,0.18,25.34,30.99,1602.78
Djibouti,DJI,World,2017,DJI2017,1944879880.00,1425932307.60,0.00,518947572.40,1944879880.00,0.00,518.95,1425.93,0.00,0.00,35.68,25.07,1944.88
Djibouti,DJI,World,2018,DJI2018,2045009716.00,1494340241.40,0.00,550669474.60,2045009716.00,..,550.67,1494.34,0.00,0.00,32.25,27.19,2045.01
Djibouti,DJI,World,2019,DJI2019,2145538062.80,1534140719.90,0.00,611397342.90,2145538062.80,..,611.40,1534.14,0.00,0.00,29.15,34.72,2145.54
Djibouti,DJI,World,2020,DJI2020,2353516908.80,1693526339.00,0.00,659990569.80,2353516908.80,..,659.99,1693.53,0.00,0.00,25.13,28.15,2353.52
Djibouti,DJI,World,2021,DJI2021,2411641242.00,1719278203.00,0.00,692363039.00,2411641242.00,..,691.57,1715.00,0.00,0.00,20.28,28.23,2406.57
Djibouti,DJI,World,2022,DJI2022,..,..,0.00,..,..,..,707.89,1701.12,0.00,0.00,19.14,32.75,2409.01
Djibouti,DJI,World,2023,DJI2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,87.95,197.74,0.00
Djibouti,DJI,World,2024,DJI2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,World,2025,DJI2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,World,2026,DJI2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,World,2027,DJI2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,World,2028,DJI2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,World,2029,DJI2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,World,2000,DMA2000,163554633.40,30912652.90,49221594.00,83420386.50,114333039.40,49221594.00,83.42,30.91,49.22,0.00,3.08,6.83,163.55
Dominica,DMA,World,2001,DMA2001,210133915.80,37483056.10,49221592.60,111677267.10,149160323.20,60973592.60,111.68,37.48,49.22,11.75,9.20,7.57,210.13
Dominica,DMA,World,2002,DMA2002,218947142.10,34327857.30,53925592.60,105982692.20,140310549.50,78636592.60,105.98,34.33,53.93,24.71,6.12,6.07,218.95
Dominica,DMA,World,2003,DMA2003,224771350.70,37028707.50,55186592.60,119134050.60,156162758.10,68608592.60,119.13,37.03,55.19,13.42,7.56,6.89,224.77
Dominica,DMA,World,2004,DMA2004,244648126.50,35684373.50,65702592.60,130741160.40,166425533.90,78222592.60,130.74,35.68,65.70,12.52,8.26,7.61,244.65
Dominica,DMA,World,2005,DMA2005,241254953.30,36599912.00,65702592.60,125976411.70,162576323.70,78678629.60,125.98,36.60,65.70,12.98,5.78,9.61,241.25
Dominica,DMA,World,2006,DMA2006,235938849.40,35862557.70,65702592.60,121360625.00,157223182.70,78715666.70,121.36,35.86,65.70,13.01,6.71,10.56,235.94
Dominica,DMA,World,2007,DMA2007,232939635.20,32932090.50,65702592.60,120992618.80,153924709.30,79014925.90,120.99,32.93,65.70,13.31,6.05,10.51,232.94
Dominica,DMA,World,2008,DMA2008,221911559.80,28862254.40,60894444.50,117118527.60,145980782.00,75930777.80,117.12,28.86,60.89,15.04,5.45,12.92,221.91
Dominica,DMA,World,2009,DMA2009,217933286.60,26074770.70,57103555.50,118218627.20,144293397.90,73639888.70,118.22,26.07,57.10,16.54,5.66,14.76,217.93
Dominica,DMA,World,2010,DMA2010,235618826.20,45008734.00,57140592.60,116993907.10,162002641.10,73616185.10,116.99,45.01,57.14,16.48,5.40,9.84,235.62
Dominica,DMA,World,2011,DMA2011,247580583.50,49242313.50,58950222.20,122107381.20,171349694.70,76230888.80,122.11,49.24,58.95,17.28,5.32,9.44,247.58
Dominica,DMA,World,2012,DMA2012,272668462.20,77823604.80,28364222.20,127862746.30,205686351.10,66982111.10,127.86,77.82,28.36,38.62,8.96,7.85,272.67
Dominica,DMA,World,2013,DMA2013,280436286.30,84872887.50,28364222.20,131322213.70,216195101.20,64241185.10,131.32,84.87,28.36,35.88,6.96,9.93,280.44
Dominica,DMA,World,2014,DMA2014,281789388.70,93554994.50,25743148.10,128620209.00,222175203.50,59614185.20,128.62,93.55,25.74,33.87,7.23,11.51,281.79
Dominica,DMA,World,2015,DMA2015,285163451.70,92027145.50,28695740.70,132575824.50,224602970.00,60560481.70,132.58,92.03,28.70,31.86,6.84,14.31,285.16
Dominica,DMA,World,2016,DMA2016,267117680.40,81489598.70,28624318.10,127147171.40,208636770.10,58480910.30,127.15,81.49,28.62,29.86,7.29,18.06,267.12
Dominica,DMA,World,2017,DMA2017,264476043.50,78386224.50,29663888.80,128748226.30,207134450.80,57341592.70,128.75,78.39,29.66,27.68,7.97,19.53,264.48
Dominica,DMA,World,2018,DMA2018,242802271.40,63625631.80,29663888.80,123884306.40,187509938.20,55292333.20,123.88,63.63,29.66,25.63,8.67,23.47,242.80
Dominica,DMA,World,2019,DMA2019,245665100.90,55664943.80,44962037.00,122076342.60,177741286.40,67923814.50,122.08,55.66,44.96,22.96,6.52,18.54,245.67
Dominica,DMA,World,2020,DMA2020,276520731.30,55504591.00,41516962.90,153467991.90,208972582.90,67548148.40,159.57,54.62,41.52,19.93,6.53,19.11,275.64
Dominica,DMA,World,2021,DMA2021,312336090.80,55469066.20,41516962.90,191418247.00,246887313.20,65448777.60,197.14,56.85,41.52,16.85,6.44,10.57,312.35
Dominica,DMA,World,2022,DMA2022,..,..,0.00,..,..,..,236.41,47.35,40.29,13.76,8.24,19.25,337.80
Dominica,DMA,World,2023,DMA2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,8.37,23.83,0.00
Dominica,DMA,World,2024,DMA2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,World,2025,DMA2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,World,2026,DMA2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,World,2027,DMA2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,World,2028,DMA2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,World,2029,DMA2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,World,2000,DOM2000,3381317999.20,1472752449.30,506490000.00,1161620167.90,2634372617.20,746945382.00,1161.62,1472.75,506.49,240.46,211.48,263.55,3381.32
Dominican Republic,DOM,World,2001,DOM2001,3866675465.50,1285482794.70,986717000.00,1264756492.60,2550239287.30,1316436178.20,1264.76,1285.48,986.72,329.72,193.56,383.23,3866.68
Dominican Republic,DOM,World,2002,DOM2002,4370725844.90,1234155134.80,966945000.00,1382714281.30,2616869416.10,1753856428.80,1382.71,1234.16,966.95,786.91,202.85,368.95,4370.73
Dominican Republic,DOM,World,2003,DOM2003,6068332039.80,1259704784.20,1560709000.00,1518929835.60,2778634619.80,3289697420.00,1518.93,1259.70,1560.71,1728.99,235.72,425.88,6068.33
Dominican Republic,DOM,World,2004,DOM2004,6650504553.60,1423531091.70,1540939000.00,1750759362.70,3174290454.40,3476214099.20,1750.76,1423.53,1540.94,1935.28,283.89,473.90,6650.50
Dominican Republic,DOM,World,2005,DOM2005,6417573059.90,1413257662.50,560755000.00,1814210776.60,3227468439.10,3190104620.80,1814.21,1413.26,560.76,2629.35,211.79,461.97,6417.57
Dominican Republic,DOM,World,2006,DOM2006,6904003701.70,1677150358.30,865161000.00,1907364177.20,3584514535.50,3319489166.20,1907.36,1677.15,865.16,2454.33,256.96,934.56,6904.00
Dominican Republic,DOM,World,2007,DOM2007,6825216064.80,1812340581.70,739944000.00,1893530859.50,3705871441.20,3119344623.60,1893.53,1812.34,739.94,2379.40,276.15,944.48,6825.22
Dominican Republic,DOM,World,2008,DOM2008,7285303130.50,2523457379.10,614729000.00,1889947486.00,4413404865.10,2871898265.40,1889.95,2523.46,614.73,2257.17,339.36,822.88,7285.30
Dominican Republic,DOM,World,2009,DOM2009,8162234144.90,2851636638.80,489513000.00,2614210274.50,5465846913.30,2696387231.60,2614.21,2851.64,489.51,2206.87,324.57,895.75,8162.23
Dominican Republic,DOM,World,2010,DOM2010,9440605901.90,3264178593.50,1134069000.00,3078851937.80,6343030531.30,3097575370.60,3078.85,3264.18,1134.07,1963.51,336.13,798.44,9440.61
Dominican Republic,DOM,World,2011,DOM2011,10761625596.70,3742116365.00,1825614000.00,3349651619.10,7091767984.10,3669857612.60,3349.65,3742.12,1825.61,1844.24,472.82,788.49,10761.63
